timestamp,profile,test,reading,value,unit,notes
"2026-09-17 14:24:42","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-17 14:24:42","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-17 14:24:42","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-17 14:37:43","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-17 14:37:43","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-17 14:37:43","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-17 14:37:43","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-17 14:37:43","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-17 14:39:02","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-17 14:39:02","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-17 14:39:02","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-17 14:39:02","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-17 14:39:02","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 16:12:07","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 16:12:07","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 16:12:07","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 16:12:07","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 16:12:07","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 17:49:44","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 17:49:44","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 17:49:44","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 17:49:44","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 17:49:44","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 17:56:08","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 17:56:08","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 17:56:08","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 17:56:08","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 17:56:08","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 17:56:50","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 17:56:50","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 17:56:50","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 17:56:50","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 17:56:50","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 17:57:16","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 17:57:16","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 17:57:16","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 17:57:16","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 17:57:16","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 17:59:51","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 17:59:51","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 17:59:51","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 17:59:51","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 17:59:51","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 18:00:51","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 18:00:51","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 18:00:51","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 18:00:51","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 18:00:51","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-18 18:02:08","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-18 18:02:08","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-18 18:02:08","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-18 18:02:08","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-18 18:02:08","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:08:16","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:08:16","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:08:16","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:08:16","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:08:16","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:09:03","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:09:03","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:09:03","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:09:03","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:09:03","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:09:45","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:09:45","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:09:45","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:09:45","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:09:45","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:10:21","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:10:21","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:10:21","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:10:21","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:10:21","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:10:49","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:10:49","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:10:49","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:10:49","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:10:49","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:11:40","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:11:40","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:11:40","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:11:40","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:11:40","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:13:46","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:13:46","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:13:46","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:13:46","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:13:46","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:14:12","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:14:12","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:14:12","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:14:12","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:14:12","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:17:14","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:17:14","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:17:14","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:17:14","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:17:14","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:32:29","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:32:29","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:32:29","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:32:29","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:32:29","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:34:09","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:34:09","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:34:09","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:34:09","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:34:09","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:35:42","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:35:42","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:35:42","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:35:42","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:35:42","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:41:15","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:41:15","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:41:15","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:41:15","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:41:15","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:43:09","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:43:09","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:43:09","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
"2026-09-20 12:43:09","Balanced","Profile","Brake deceleration",22.0000,"m/s^2","Balanced"
"2026-09-20 12:43:09","Balanced","Profile","Camera look ahead",28.0000,"m","Balanced"
"2026-09-20 12:43:59","Balanced","Profile","Sideways grip",13.0000,"m/s^2","Balanced"
"2026-09-20 12:43:59","Balanced","Profile","Top speed",32.0000,"m/s","Balanced"
"2026-09-20 12:43:59","Balanced","Profile","Chosen setup",1.0000,"1=yes 0=no","CHOSEN SETUP. Grip 13 is deliberately LESS than what full lock asks for above about 18 m/s, so the steering can over-drive the tyres and a corner taken too fast has a consequence. Below that speed the car grips and is precise, which is where the player learns what it does. Because accelerating and cornering share one grip budget, holding the throttle through a corner takes grip away from the driven rear axle and the back steps out; lifting off gives it back, so the throttle is a steering input as much as a speed input. The rear is given 84 per cent of the grip the front has, which is what makes it the end that goes rather than the car simply running wide. Stopping distance is 23.3 m from 32 m/s and the camera looks 28 m ahead, so no corner can arrive before the player could have seen it. Kept because being fast and being in control are the same skill here: the car is stable until it is pushed, predictable when it lets go, and catchable on counter-steer."
